ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,0.000577,0.00593,0.000628,0.00568,0.0705,0.0824
0.0201,0.00016,0.000605,0.00591,0.000662,0.00566,0.0754,0.0888
0.0401,0.00016,0.000618,0.00591,0.000676,0.00565,0.0777,0.0914
0.0601,0.00016,0.000629,0.0059,0.000687,0.00564,0.0795,0.0934
0.0801,0.00016,0.000637,0.0059,0.000696,0.00564,0.081,0.0952
