ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000675,0.00587,0.000675,0.00587,0.0878,0.0878
0.0201,0.00016,0.000675,0.00587,0.000675,0.00587,0.0878,0.0878
0.0401,0.00016,0.000694,0.00559,0.000691,0.00569,0.0957,0.0935
0.0601,0.00016,0.000731,0.00542,0.000779,0.00556,0.105,0.111
0.0801,0.00016,0.000776,0.00541,0.000827,0.00548,0.114,0.122
