ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000677,0.00563,0.000677,0.00563,0.0919,0.0919
0.0201,0.00016,0.000658,0.0054,0.000665,0.00537,0.0923,0.0942
0.0401,0.00016,0.000629,0.00534,0.000638,0.00532,0.0879,0.09
0.0601,0.00016,0.00067,0.00523,0.000663,0.00522,0.0976,0.0965
0.0801,0.00016,0.000701,0.0052,0.000703,0.0052,0.104,0.104
