ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000431,0.00601,0.000431,0.00601,0.0452,0.0452
0.0201,0.00016,0.000163,0.00573,0.000325,0.00587,0.000588,0.0282
0.0401,0.00016,0.000585,0.00554,0.000151,0.00592,0.0769,-0.00154
0.0601,0.00016,0.000734,0.00567,0.000165,0.00587,0.101,0.000842
0.0801,0.00016,0.000813,0.00576,0.000285,0.00589,0.113,0.0213
