ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,0.000587,0.00578,0.000605,0.00568,0.0739,0.0784
0.0201,0.00016,0.000636,0.00577,0.000645,0.00568,0.0824,0.0855
0.0401,0.00016,0.00066,0.00577,0.000663,0.00567,0.0866,0.0888
0.0601,0.00016,0.00068,0.00577,0.000678,0.00567,0.0901,0.0914
0.0801,0.00016,0.000694,0.00578,0.000691,0.00567,0.0925,0.0936
