ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000421,0.00558,0.000421,0.00558,0.0468,0.0468
0.0201,0.00016,0.000438,0.00559,0.000436,0.00557,0.0498,0.0496
0.0401,0.00016,0.00035,0.0056,0.000359,0.00558,0.0341,0.0358
0.0601,0.00016,0.000389,0.00548,0.000366,0.0054,0.0418,0.0382
0.0801,0.00016,0.0004,0.00546,0.000384,0.00544,0.0441,0.0412
