ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,0.000682,0.00608,0.000693,0.00572,0.0859,0.0933
0.0201,0.00016,0.00073,0.00608,0.000742,0.0057,0.0938,0.102
0.0401,0.00016,0.000752,0.00608,0.000763,0.0057,0.0975,0.106
0.0601,0.00016,0.00077,0.00608,0.000779,0.00569,0.1,0.109
0.0801,0.00016,0.000785,0.00608,0.000793,0.00569,0.103,0.111
