ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,-2.81e-05,0.00553,-3.61e-05,0.00541,-0.034,-0.0362
0.0201,0.00016,-1.66e-05,0.00553,-2.53e-05,0.00541,-0.0319,-0.0342
0.0401,0.00016,-1.09e-05,0.00553,-2.17e-05,0.00541,-0.0308,-0.0336
0.0601,0.00016,-6.12e-06,0.00553,-1.89e-05,0.0054,-0.03,-0.033
0.0801,0.00016,-1.97e-06,0.00553,-1.65e-05,0.0054,-0.0292,-0.0326
