ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000467,0.00626,0.000469,0.00626,0.0491,0.0494
0.0201,0.00016,0.00055,0.00608,0.000469,0.00626,0.0643,0.0494
0.0401,0.00016,0.000685,0.00597,0.000458,0.00625,0.0881,0.0478
0.0601,0.00016,0.00075,0.00578,0.000456,0.00636,0.102,0.0466
0.0801,0.00016,0.000723,0.00577,0.00046,0.00646,0.0977,0.0466
