ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000675,0.00595,0.000675,0.00595,0.0867,0.0867
0.0201,0.00016,0.000675,0.00595,0.000675,0.00595,0.0867,0.0867
0.0401,0.00016,0.000694,0.006,0.000691,0.00592,0.0891,0.0898
0.0601,0.00016,0.000731,0.0058,0.000779,0.00596,0.0985,0.104
0.0801,0.00016,0.000776,0.00582,0.000827,0.0059,0.106,0.113
