ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,0.000178,0.00263,8.78e-05,0.00224,0.00687,-0.0321
0.0201,0.00016,0.00022,0.00268,0.000106,0.00224,0.0227,-0.024
0.0401,0.00016,0.000241,0.0027,0.000114,0.00224,0.0301,-0.0202
0.0601,0.00016,0.000259,0.00272,0.000121,0.00224,0.0365,-0.0172
0.0801,0.00016,0.000275,0.00274,0.000127,0.00225,0.0421,-0.0147
