ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000946,0.000945,0.000946,0.000945,0.832,0.832
0.0201,0.00016,0.000946,0.000945,0.000946,0.000945,0.832,0.832
0.0401,0.00016,0.000946,0.000945,0.000946,0.000945,0.832,0.832
0.0601,0.00016,0.000946,0.000945,0.000946,0.000945,0.832,0.832
0.0801,0.00016,0.000946,0.000945,0.000946,0.000945,0.832,0.832
