ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000935,0.00607,0.000935,0.00607,0.128,0.128
0.0201,0.00016,0.00097,0.00611,0.00097,0.00611,0.133,0.133
0.0401,0.00016,0.000927,0.00604,0.000927,0.00604,0.127,0.127
0.0601,0.00016,0.000963,0.00595,0.000963,0.00595,0.135,0.135
0.0801,0.00016,0.000974,0.00585,0.000974,0.00585,0.139,0.139
