ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,0.00017,0.00536,0.000137,0.00526,0.00187,-0.00421
0.0201,0.00016,0.000189,0.00536,0.000154,0.00526,0.00551,-0.00116
0.0401,0.00016,0.000198,0.00536,0.00016,0.00526,0.00718,6.91e-05
0.0601,0.00016,0.000205,0.00536,0.000165,0.00526,0.0085,0.00101
0.0801,0.00016,0.000211,0.00537,0.000169,0.00526,0.00965,0.00174
