ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000687,0.00579,0.000687,0.00579,0.0911,0.0911
0.0201,0.00016,0.000786,0.00561,0.000755,0.00576,0.112,0.103
0.0401,0.00016,0.00079,0.00562,0.000692,0.00569,0.112,0.0935
0.0601,0.00016,0.000839,0.0056,0.000738,0.00567,0.121,0.102
0.0801,0.00016,0.000847,0.00542,0.00082,0.00561,0.127,0.118
