ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,0.000702,0.00471,0.000822,0.0048,0.115,0.138
0.0201,0.00016,0.000772,0.00472,0.000897,0.00483,0.13,0.153
0.0401,0.00016,0.000803,0.00472,0.000931,0.00484,0.136,0.16
0.0601,0.00016,0.000828,0.00473,0.000959,0.00485,0.141,0.165
0.0801,0.00016,0.00085,0.00474,0.000982,0.00486,0.146,0.169
