ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000589,0.0055,0.000589,0.0055,0.0781,0.0781
0.0201,0.00016,0.000579,0.0055,0.000589,0.0055,0.0762,0.0781
0.0401,0.00016,0.000653,0.00553,0.000524,0.00558,0.0891,0.0654
0.0601,0.00016,0.000521,0.00524,0.000552,0.00561,0.069,0.0699
0.0801,0.00016,0.000549,0.0052,0.000579,0.00561,0.0749,0.0748
