ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,0.000117,0.00569,0.000124,0.00554,-0.00746,-0.00644
0.0201,0.00016,0.000169,0.0057,0.000172,0.00555,0.00171,0.00217
0.0401,0.00016,0.000206,0.00572,0.000195,0.00555,0.00815,0.00641
0.0601,0.00016,0.000236,0.00573,0.000215,0.00555,0.0132,0.01
0.0801,0.00016,0.000261,0.00575,0.000234,0.00555,0.0177,0.0133
