ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000677,0.00563,0.000677,0.00563,0.0919,0.0919
0.0201,0.00016,0.000658,0.0054,0.00064,0.0055,0.0923,0.0873
0.0401,0.00016,0.000629,0.00534,0.000781,0.00543,0.0879,0.114
0.0601,0.00016,0.00067,0.00523,0.00068,0.00526,0.0976,0.0988
0.0801,0.00016,0.000701,0.0052,0.00065,0.00523,0.104,0.0938
