ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,0.000667,0.00553,0.000711,0.00531,0.0918,0.104
0.0201,0.00016,0.000713,0.00552,0.000757,0.00529,0.1,0.113
0.0401,0.00016,0.000735,0.00551,0.000778,0.00529,0.104,0.117
0.0601,0.00016,0.000751,0.00551,0.000795,0.00528,0.107,0.12
0.0801,0.00016,0.000765,0.0055,0.000809,0.00527,0.11,0.123
