ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000552,0.00622,0.000552,0.00622,0.0631,0.0631
0.0201,0.00016,0.000687,0.00598,0.000607,0.00595,0.0882,0.0752
0.0401,0.00016,0.00072,0.00586,0.000717,0.00588,0.0956,0.0948
0.0601,0.00016,0.000769,0.00571,0.00069,0.00588,0.107,0.0902
0.0801,0.00016,0.000781,0.00568,0.000695,0.00583,0.11,0.0919
