ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,0.000704,0.00599,0.000775,0.0056,0.0908,0.11
0.0201,0.00016,0.000786,0.00598,0.000826,0.00558,0.105,0.119
0.0401,0.00016,0.000823,0.00597,0.00085,0.00558,0.111,0.124
0.0601,0.00016,0.000854,0.00597,0.000869,0.00557,0.116,0.127
0.0801,0.00016,0.000875,0.00597,0.000885,0.00557,0.12,0.13
