ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000112,0.00635,0.000112,0.00635,-0.00753,-0.00753
0.0201,0.00016,0.00021,0.00603,0.000169,0.00615,0.00834,0.00152
0.0401,0.00016,0.000198,0.0059,0.000113,0.00609,0.00646,-0.00769
0.0601,0.00016,0.000127,0.00569,0.000209,0.00599,-0.00565,0.00825
0.0801,0.00016,7.37e-05,0.00563,0.000114,0.00581,-0.0153,-0.00779
