ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000681,0.00564,0.000681,0.00564,0.0925,0.0925
0.0201,0.00016,0.000727,0.0057,0.000727,0.0057,0.0995,0.0995
0.0401,0.00016,0.000729,0.0057,0.000729,0.0057,0.0999,0.0999
0.0601,0.00016,0.00069,0.00555,0.00069,0.00555,0.0955,0.0955
0.0801,0.00016,0.000736,0.00547,0.000736,0.00547,0.105,0.105
