ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,0.000297,0.00539,0.00036,0.00527,0.0255,0.038
0.0201,0.00016,0.000329,0.00538,0.000385,0.00525,0.0315,0.0429
0.0401,0.00016,0.000344,0.00537,0.000398,0.00525,0.0343,0.0454
0.0601,0.00016,0.000356,0.00536,0.000408,0.00525,0.0367,0.0473
0.0801,0.00016,0.000367,0.00536,0.000416,0.00524,0.0386,0.0489
