ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000232,0.00612,0.000232,0.00612,0.0118,0.0118
0.0201,0.00016,8.33e-05,0.00559,0.000159,0.00559,-0.0137,-8.61e-05
0.0401,0.00016,2.74e-05,0.00549,0.000122,0.0057,-0.0241,-0.00661
0.0601,0.00016,-5.01e-05,0.00551,0.00015,0.00581,-0.038,-0.00172
0.0801,0.00016,-3.66e-05,0.00542,0.000147,0.00579,-0.0362,-0.0022
