ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,0.000297,0.00543,0.000336,0.00523,0.0254,0.0337
0.0201,0.00016,0.000333,0.00542,0.000368,0.00522,0.032,0.0398
0.0401,0.00016,0.00035,0.00542,0.000382,0.00521,0.035,0.0426
0.0601,0.00016,0.000362,0.00542,0.000392,0.00521,0.0373,0.0447
0.0801,0.00016,0.000372,0.00541,0.000401,0.0052,0.0392,0.0464
