ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,0.000506,0.00532,0.000568,0.00516,0.0651,0.0792
0.0201,0.00016,0.000579,0.0053,0.000621,0.00515,0.0791,0.0896
0.0401,0.00016,0.000605,0.0053,0.000645,0.00514,0.0841,0.0944
0.0601,0.00016,0.000626,0.00529,0.000664,0.00514,0.088,0.0982
0.0801,0.00016,0.000644,0.00529,0.000681,0.00514,0.0915,0.101
