ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000687,0.00593,0.000687,0.00593,0.0889,0.0889
0.0201,0.00016,0.000786,0.00544,0.000687,0.00593,0.115,0.0889
0.0401,0.00016,0.00079,0.00535,0.000689,0.0056,0.118,0.0945
0.0601,0.00016,0.000839,0.00537,0.000675,0.00541,0.127,0.0952
0.0801,0.00016,0.000847,0.00517,0.000641,0.00531,0.133,0.0907
