ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000379,0.00545,0.000379,0.00545,0.0403,0.0403
0.0201,0.00016,0.000331,0.00527,0.000319,0.00549,0.0326,0.0291
0.0401,0.00016,0.000384,0.00515,0.000368,0.00546,0.0436,0.0382
0.0601,0.00016,0.00039,0.00511,0.000352,0.00532,0.045,0.0361
0.0801,0.00016,0.000441,0.0051,0.000361,0.00526,0.0551,0.0382
