ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,4.32e-05,0.00603,4.32e-05,0.00603,-0.0193,-0.0193
0.0201,0.00016,4.45e-05,0.00594,4.32e-05,0.00603,-0.0194,-0.0193
0.0401,0.00016,3e-05,0.00579,-7.02e-05,0.006,-0.0224,-0.0383
0.0601,0.00016,0.000157,0.00578,-3.93e-05,0.006,-0.000391,-0.0331
0.0801,0.00016,0.000255,0.00586,-7.71e-05,0.00607,0.0162,-0.039
