ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000935,0.00536,0.000935,0.00536,0.145,0.145
0.0201,0.00016,0.00097,0.00537,0.000961,0.00542,0.151,0.148
0.0401,0.00016,0.000927,0.0051,0.00104,0.00532,0.15,0.165
0.0601,0.00016,0.000963,0.00496,0.00102,0.00499,0.162,0.173
0.0801,0.00016,0.000974,0.00489,0.001,0.00491,0.167,0.171
