ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.00114,0.00645,0.00114,0.00645,0.152,0.152
0.0201,0.00016,0.00114,0.00645,0.00114,0.00645,0.152,0.152
0.0401,0.00016,0.000869,0.00609,0.000869,0.00609,0.116,0.116
0.0601,0.00016,0.000777,0.00594,0.000777,0.00594,0.104,0.104
0.0801,0.00016,0.000778,0.00586,0.000778,0.00586,0.105,0.105
