,INFY.BO,YESBANK.BO,SUNPHARMA.BO,MARUTI.BO,KOTAKBANK.BO,INDUSINDBK.BO,AXISBANK.BO,RELIANCE.BO,TCS.BO,LT.BO,SBIN.BO,HDFC.BO,ICICIBANK.BO,TATASTEEL.BO,HDFCBANK.BO,ITC.BO,TATAMOTORS.BO,VEDL.BO,HINDUNILVR.BO,ADANIPORTS.BO,M&M.BO,BAJAJ-AUTO.BO,ASIANPAINT.BO,WIPRO.BO,HEROMOTOCO.BO,NTPC.BO,COALINDIA.BO,POWERGRID.BO,TATAMTRDVR.BO
444,693.8506469726562,207.16085815429688,613.4054565429688,7151.80078125,1098.6578369140625,1629.2393798828125,569.9921875,1198.663818359375,2105.566162109375,1211.587158203125,270.70001220703125,1768.7880859375,302.12408447265625,564.9378051757812,1007.0882568359375,289.051513671875,227.5500030517578,212.27664184570312,1592.9898681640625,325.9239807128906,780.2667236328125,2558.72216796875,1234.7020263671875,244.05450439453125,2712.74755859375,131.5575408935547,240.24461364746094,174.78384399414062,120.8499984741211
445,673.35498046875,209.3993682861328,590.7177734375,7094.6484375,1073.12158203125,1579.949951171875,585.373046875,1114.38037109375,2009.949462890625,1225.8990478515625,270.6000061035156,1742.8800048828125,314.4140319824219,567.081787109375,972.2328491210938,281.8399658203125,223.25,212.23245239257812,1545.6533203125,312.3314514160156,784.310302734375,2480.880126953125,1211.273681640625,242.3795928955078,2564.91796875,131.2037811279297,236.3788299560547,174.64517211914062,120.5999984741211
446,688.1309204101562,200.6885986328125,590.1259765625,6798.13623046875,1052.7825927734375,1601.4364013671875,567.7449951171875,1044.069580078125,2047.77734375,1196.83740234375,257.79998779296875,1686.393310546875,305.1094970703125,555.0462646484375,973.1996459960938,271.93017578125,216.5500030517578,204.98269653320312,1531.51123046875,298.59063720703125,758.0269165039062,2382.30224609375,1191.5445556640625,242.08193969726562,2549.8935546875,128.21714782714844,228.51687622070312,172.8885498046875,117.44999694824219
447,681.124267578125,214.8983612060547,595.501953125,6808.98486328125,1104.0050048828125,1592.6329345703125,555.809814453125,1101.849609375,2025.382568359375,1183.8885498046875,266.0,1642.147705078125,309.2392883300781,545.5445556640625,964.8204956054688,268.29986572265625,212.75,182.87974548339844,1529.3507080078125,300.76544189453125,763.7964477539062,2425.97412109375,1234.504638671875,236.91036987304688,2680.976806640625,128.57090759277344,232.51300048828125,172.47251892089844,115.44999694824219
448,683.8411865234375,218.11016845703125,601.5684204101562,6599.8037109375,1107.8529052734375,1598.9991455078125,552.064453125,1084.3963623046875,2035.509033203125,1189.0972900390625,262.6499938964844,1684.7216796875,304.6119079589844,557.7261962890625,963.134765625,263.4430847167969,184.25,187.3445281982422,1487.6121826171875,314.35797119140625,753.44091796875,2381.085205078125,1185.7242431640625,238.28660583496094,2682.32568359375,126.99834442138672,237.0737762451172,172.3800811767578,101.19999694824219
449,667.5875854492188,227.79420471191406,594.8114624023438,6914.66015625,1137.287109375,1630.8309326171875,588.6190185546875,1096.280517578125,1989.30712890625,1219.278564453125,278.1000061035156,1709.54833984375,317.34967041015625,568.2024536132812,974.9102172851562,264.9638977050781,188.75,192.6934356689453,1499.7408447265625,322.51348876953125,753.63818359375,2417.17431640625,1209.3499755859375,235.7941131591797,2711.351806640625,129.51426696777344,235.9444580078125,173.11968994140625,103.6500015258789
450,643.4693603515625,233.58517456054688,579.3246459960938,6783.44140625,1114.4993896484375,1583.928955078125,580.0796508789062,1083.202880859375,1927.6722412109375,1193.8192138671875,262.1499938964844,1657.535400390625,310.0851745605469,542.0849609375,959.8128051757812,260.20526123046875,182.75,184.11749267578125,1501.115966796875,310.7003479003906,720.1551513671875,2363.01708984375,1199.584228515625,232.96621704101562,2667.02197265625,128.21714782714844,231.60084533691406,172.01023864746094,101.69999694824219
451,647.3302001953125,240.10609436035156,582.6292114257812,7182.81787109375,1168.7701416015625,1642.66845703125,583.9249267578125,1120.1981201171875,1867.9361572265625,1202.338134765625,263.3500061035156,1701.33837890625,317.2501525878906,560.3087768554688,981.2069702148438,269.5263366699219,183.39999389648438,189.3780059814453,1540.5465087890625,319.7455749511719,758.2241821289062,2460.799560546875,1244.418701171875,235.1610565185547,2691.21044921875,128.9633331298828,242.15582275390625,174.41403198242188,101.1500015258789
452,666.443603515625,239.3274688720703,591.3589477539062,7083.10986328125,1169.9195556640625,1618.2972412109375,575.1358032226562,1133.5244140625,1897.8770751953125,1184.8133544921875,263.3500061035156,1704.8779296875,311.67742919921875,556.4593505859375,995.506103515625,276.2963562011719,184.3000030517578,186.50460815429688,1499.2498779296875,317.916748046875,738.302001953125,2457.616455078125,1229.6712646484375,238.43544006347656,2682.418701171875,129.35671997070312,239.5062255859375,174.0442352294922,101.4000015258789
453,663.8698120117188,242.1499786376953,594.6634521484375,7051.5498046875,1176.1661376953125,1612.3287353515625,588.0697021484375,1157.2430419921875,1910.0968017578125,1192.0179443359375,270.20001220703125,1727.4432373046875,319.48919677734375,559.4803466796875,987.850830078125,277.22845458984375,185.5,187.7423858642578,1516.6820068359375,329.1861572265625,767.593505859375,2444.46337890625,1249.6468505859375,238.24990844726562,2696.745849609375,128.92466735839844,240.20118713378906,173.8593292236328,101.3499984741211
454,671.5914306640625,225.55569458007812,585.39111328125,6784.033203125,1177.41552734375,1595.3685302734375,573.8873291015625,1142.57421875,1876.991455078125,1179.263916015625,261.1499938964844,1707.188720703125,313.1701354980469,540.5256958007812,979.198974609375,280.9569091796875,179.1999969482422,183.89646911621094,1533.082763671875,310.7003479003906,749.5945434570312,2385.3916015625,1239.1903076171875,241.114501953125,2618.970458984375,127.94168090820312,242.93765258789062,174.83009338378906,99.94999694824219
455,650.71435546875,211.88121032714844,600.1381225585938,6667.3115234375,1198.9039306640625,1568.2119140625,561.5027465820312,1095.58447265625,1866.62158203125,1176.245849609375,260.8500061035156,1633.446044921875,313.369140625,539.50244140625,974.662353515625,283.0173645019531,174.8000030517578,186.68142700195312,1550.907470703125,312.08428955078125,731.2997436523438,2349.910888671875,1221.1875,240.40802001953125,2522.122802734375,127.23417663574219,239.5496368408203,175.1999053955078,95.94999694824219
456,646.5675659179688,205.36029052734375,598.806396484375,6720.22314453125,1165.9715576171875,1434.617919921875,560.404052734375,1056.6002197265625,1852.1136474609375,1174.639404296875,259.95001220703125,1632.364501953125,325.4103088378906,531.07275390625,988.1483154296875,282.82110595703125,170.5500030517578,188.5380859375,1556.554443359375,311.09576416015625,724.39599609375,2393.5830078125,1185.181640625,239.5894317626953,2539.659912109375,129.71047973632812,239.76681518554688,174.78384399414062,92.9000015258789
457,627.1204833984375,207.93946838378906,568.4739990234375,6669.97412109375,1177.1156005859375,1465.654052734375,562.3516845703125,1046.804443359375,1799.42333984375,1166.169189453125,255.35000610351562,1661.566650390625,320.1360778808594,532.1934204101562,984.181884765625,280.515380859375,170.64999389648438,185.97415161132812,1526.01171875,314.6051025390625,718.7744140625,2421.293212890625,1123.380126953125,230.17506408691406,2531.14697265625,129.94630432128906,240.72244262695312,176.5404815673828,94.75
458,619.7802124023438,198.54739379882812,562.6047973632812,6675.3984375,1176.6658935546875,1512.7550048828125,562.7012939453125,1040.8375244140625,1806.594970703125,1186.6632080078125,255.5,1711.2198486328125,322.3751525878906,535.7991943359375,987.1566772460938,282.3305358886719,170.5500030517578,187.3003387451172,1557.1927490234375,310.2060546875,722.5714721679688,2317.285888671875,1173.8375244140625,230.0639190673828,2514.168701171875,128.41336059570312,240.67897033691406,176.26312255859375,93.75
459,625.7067260742188,193.0484161376953,550.0773315429688,6632.15234375,1187.9097900390625,1484.0567626953125,559.3054809570312,1024.5277099609375,1807.717041015625,1171.0372314453125,249.64999389648438,1664.8604736328125,318.14581298828125,532.6319580078125,976.5216064453125,281.8399658203125,165.39999389648438,180.80206298828125,1557.5880126953125,300.9631652832031,723.7056274414062,2319.34521484375,1184.3431396484375,237.65455627441406,2506.8193359375,127.23417663574219,244.6750946044922,176.5404815673828,91.5
460,610.4808349609375,175.72418212890625,546.1316528320312,6612.9697265625,1158.42578125,1437.502685546875,536.6835327148438,1038.9478759765625,1755.95361328125,1166.315185546875,248.10000610351562,1672.873779296875,313.5184020996094,537.0661010742188,972.9021606445312,275.3642578125,168.85000610351562,180.40420532226562,1541.24169921875,300.8148498535156,718.82373046875,2345.6044921875,1173.34423828125,237.09591674804688,2517.23876953125,125.22955322265625,243.93667602539062,173.90554809570312,91.3499984741211
461,620.4065551757812,176.4054718017578,564.8735961914062,6704.8876953125,1136.937255859375,1405.571533203125,565.1981811523438,1082.009521484375,1824.40234375,1227.5054931640625,268.04998779296875,1669.08837890625,347.4526062011719,558.9931030273438,953.9375,278.2096252441406,175.35000610351562,186.85829162597656,1534.722900390625,322.8594970703125,737.5130615234375,2379.914794921875,1181.6505126953125,244.5377197265625,2563.057373046875,125.11164093017578,249.36618041992188,175.1999053955078,95.94999694824219
462,635.7769775390625,177.18409729003906,554.02294921875,6605.671875,1124.1441650390625,1356.331787109375,561.9022216796875,1051.3294677734375,1849.4302978515625,1237.9228515625,273.1499938964844,1644.75341796875,344.2184143066406,550.7095336914062,948.9298095703125,273.7453308105469,177.3000030517578,186.68142700195312,1572.6502685546875,318.1638488769531,734.9488525390625,2391.24267578125,1184.0728759765625,244.27777099609375,2581.059326171875,125.58331298828125,239.67996215820312,172.70364379882812,96.80000305175781
