,INFY.BO,YESBANK.BO,SUNPHARMA.BO,MARUTI.BO,KOTAKBANK.BO,INDUSINDBK.BO,AXISBANK.BO,RELIANCE.BO,TCS.BO,LT.BO,SBIN.BO,HDFC.BO,ICICIBANK.BO,TATASTEEL.BO,HDFCBANK.BO,ITC.BO,TATAMOTORS.BO,VEDL.BO,HINDUNILVR.BO,ADANIPORTS.BO,M&M.BO,BHARTIARTL.BO,BAJAJ-AUTO.BO,ASIANPAINT.BO,WIPRO.BO,HEROMOTOCO.BO,NTPC.BO,COALINDIA.BO,ONGC.BO,POWERGRID.BO,TATAMTRDVR.BO
478,620.450012,195.550003,525.799988,7409.950195,1171.400024,1529.150024,614.299988,1102.849976,1811.36731,1409.349976,282.600006,1874.5,351.950012,539.950012,2005.449951,280.450012,182.25,199.649994,1674.650024,367.149994,745.75,327.950012,2594.100098,1313.849976,306.58432,2915.850098,146.100006,249.293823,152.199997,179.949997,98.75
479,621.299988,187.949997,510.64999400000005,7533.950195,1170.349976,1564.300049,630.799988,1109.599976,1842.1513670000002,1421.300049,285.700012,1880.199951,356.5,531.099976,2049.5,285.649994,181.699997,195.850006,1745.1500239999998,369.149994,749.049988,334.0,2652.0,1349.599976,317.952209,3062.100098,144.449997,243.41951,146.75,181.800003,98.699997
480,637.0,183.149994,493.60000599999995,7629.600098000001,1173.949951,1584.449951,625.200012,1127.5,1884.3109129999998,1431.5,289.049988,1901.6500239999998,354.350006,522.099976,2058.949951,284.75,180.0,195.149994,1732.6500239999998,368.600006,752.400024,328.5,2598.600098,1339.199951,311.021759,2967.199951,145.600006,244.584656,146.300003,181.699997,98.150002
481,666.349976,161.699997,486.35000599999995,7565.5,1160.900024,1614.0,627.650024,1146.25,1972.3223879999998,1403.599976,284.149994,1926.300049,359.049988,524.0,2084.649902,282.049988,174.350006,192.949997,1730.800049,365.299988,748.349976,314.5,2603.199951,1323.650024,309.52600099999995,2992.25,143.5,240.652283,142.649994,184.050003,95.5
482,659.599976,160.449997,483.39999400000005,7550.0,1210.150024,1659.75,630.349976,1170.0,1955.258911,1422.400024,286.25,1955.550049,362.25,533.450012,2130.0,287.350006,177.300003,199.100006,1765.3499760000002,369.350006,773.099976,316.850006,2725.050049,1352.650024,314.063202,3021.25,142.300003,239.48712200000003,140.75,181.199997,96.099998
483,666.5,169.649994,492.299988,7664.600098000001,1232.349976,1631.550049,625.75,1168.199951,1966.3850100000002,1429.650024,284.350006,1983.699951,355.0,530.25,2117.149902,286.25,171.949997,195.800003,1753.5999760000002,365.899994,790.200012,313.549988,2736.800049,1344.900024,323.935333,3058.199951,139.949997,237.205383,140.199997,180.100006,93.949997
484,669.849976,178.0,455.299988,7759.799805,1229.349976,1655.650024,624.799988,1156.300049,1977.960205,1424.75,287.0,1977.25,355.5,537.200012,2113.449951,283.0,175.399994,203.050003,1825.9000239999998,375.450012,760.25,320.299988,2734.850098,1339.900024,327.27587900000003,3043.800049,145.100006,241.62324500000003,142.600006,184.449997,95.150002
485,684.450012,176.550003,442.799988,7724.75,1225.349976,1636.150024,622.650024,1151.550049,2005.102051,1419.650024,282.299988,1939.199951,358.0,538.299988,2088.75,281.850006,175.699997,206.149994,1808.25,373.850006,742.299988,318.399994,2764.699951,1329.349976,333.558136,3062.050049,143.050003,244.875946,146.199997,187.0,96.199997
486,681.450012,173.649994,413.600006,7559.549805,1211.300049,1603.449951,614.549988,1154.849976,2001.809082,1395.650024,280.200012,1973.199951,351.100006,515.299988,2099.449951,275.25,169.199997,198.449997,1845.5999760000002,374.149994,717.599976,312.299988,2761.899902,1328.300049,334.904358,3055.100098,140.899994,237.88504,143.699997,183.399994,92.5
487,668.200012,168.300003,420.10000599999995,7209.700195,1181.5,1569.75,600.349976,1123.449951,1987.489868,1379.599976,275.75,1944.199951,347.549988,511.049988,2094.100098,272.100006,162.399994,195.350006,1800.4000239999998,363.899994,710.900024,304.100006,2719.050049,1295.050049,330.766022,3017.399902,139.149994,233.709915,140.149994,183.300003,88.599998
488,681.049988,166.100006,411.299988,7314.100098000001,1282.25,1565.449951,603.25,1133.25,1991.680786,1398.449951,275.399994,1952.25,352.149994,507.89999400000005,2105.649902,274.100006,162.449997,195.899994,1822.8499760000002,373.75,720.650024,303.899994,2779.75,1318.599976,333.259003,3064.050049,137.850006,229.923187,139.899994,182.550003,89.150002
489,667.799988,165.350006,398.850006,7350.100098000001,1198.150024,1554.900024,590.0,1088.5,1970.675903,1366.449951,273.399994,1909.199951,346.350006,502.049988,2089.149902,269.700012,156.850006,192.699997,1797.0999760000002,359.350006,710.799988,294.299988,2722.0,1272.699951,326.37838700000003,3042.100098,136.300003,231.670914,137.25,179.649994,86.25
490,674.25,177.399994,421.799988,7309.850098000001,1218.5,1552.599976,604.25,1096.199951,1994.075684,1364.699951,281.200012,1905.449951,342.75,501.60000599999995,2060.800049,274.649994,158.199997,193.600006,1795.199951,356.899994,723.400024,290.100006,2745.800049,1323.949951,328.023773,3035.449951,137.600006,235.166351,138.350006,180.149994,86.099998
491,678.700012,186.800003,431.299988,7487.049805,1236.400024,1582.699951,619.349976,1110.5,2014.38208,1400.349976,285.25,1939.199951,350.399994,520.400024,2085.350098,275.649994,163.899994,199.399994,1839.050049,374.399994,749.349976,305.200012,2847.300049,1328.699951,329.12066699999997,3265.300049,140.800003,239.875519,141.649994,182.449997,89.599998
492,696.5,174.699997,422.14999400000005,7663.75,1262.099976,1606.949951,618.150024,1106.800049,1979.407227,1425.150024,288.600006,1941.949951,349.299988,512.25,2101.050049,275.600006,166.449997,200.399994,1853.0,371.350006,757.75,302.700012,2836.0,1320.150024,337.796173,3313.199951,141.050003,237.690857,143.25,182.949997,90.849998
493,705.599976,180.350006,419.75,7654.100098000001,1255.25,1608.0,618.700012,1111.75,1984.9951170000002,1411.550049,289.149994,1904.1500239999998,352.100006,513.400024,2093.75,275.649994,166.899994,201.199997,1856.800049,368.950012,755.799988,318.799988,2824.699951,1340.050049,332.162079,3313.5,143.649994,239.584229,146.949997,185.5,91.650002
494,693.549988,181.100006,420.549988,7708.549805,1223.900024,1635.5,617.25,1130.599976,1988.9865719999998,1408.449951,288.649994,1959.1500239999998,358.0,523.049988,2130.449951,280.100006,173.75,205.649994,1851.4000239999998,371.399994,758.5,314.649994,2840.949951,1334.849976,338.84320099999997,3284.75,146.050003,244.09918199999998,148.350006,192.5,95.699997
495,676.349976,178.899994,433.10000599999995,7757.700195,1237.099976,1639.75,619.75,1136.449951,1983.448486,1428.400024,292.549988,1953.1500239999998,362.350006,527.0,2136.449951,278.0,174.399994,208.899994,1841.0999760000002,372.700012,770.799988,317.149994,2841.0,1354.449951,334.455597,3299.949951,147.800003,244.9245,147.899994,196.649994,95.849998
496,665.25,179.600006,424.0,7916.149901999999,1228.050049,1611.949951,639.450012,1137.099976,1962.99231,1434.650024,300.399994,1978.199951,366.600006,526.799988,2122.649902,282.899994,173.649994,206.899994,1844.0,375.549988,780.549988,322.25,2868.100098,1400.400024,339.74069199999997,3303.850098,149.800003,244.53611800000002,148.449997,198.949997,95.5
497,666.849976,186.649994,429.25,7808.950195,1236.0,1615.099976,633.0,1127.25,1952.1655269999999,1449.199951,293.850006,1976.25,362.25,523.450012,2133.949951,282.200012,175.949997,202.649994,1833.9000239999998,375.100006,795.349976,316.149994,2884.199951,1425.300049,332.61080899999996,3361.149902,149.100006,243.7108,148.649994,198.149994,96.449997
498,645.75,182.899994,424.75,7536.75,1227.400024,1576.599976,621.099976,1098.349976,1893.191895,1420.400024,291.649994,1949.449951,353.350006,520.099976,2111.5,276.5,175.899994,200.149994,1803.5999760000002,359.200012,780.349976,307.5,2811.550049,1387.800049,318.550537,3319.949951,150.699997,244.39047200000002,148.550003,196.899994,96.099998
499,649.049988,182.100006,423.450012,7513.700195,1237.650024,1564.449951,614.799988,1090.050049,1911.452881,1405.050049,292.799988,1901.949951,353.299988,514.400024,2084.050049,276.25,172.300003,195.850006,1783.550049,360.950012,788.400024,309.0,2724.0,1356.050049,326.37838700000003,3173.050049,146.850006,241.477585,147.850006,194.699997,93.949997
500,644.599976,179.449997,414.0,7570.75,1249.650024,1557.199951,616.849976,1096.949951,1885.4584960000002,1422.5,293.950012,1934.449951,355.350006,513.650024,2120.199951,276.700012,170.899994,196.600006,1791.1500239999998,376.700012,787.650024,321.200012,2737.949951,1362.199951,324.882629,3185.949951,145.550003,240.118256,146.75,195.899994,93.099998
501,657.349976,178.550003,412.299988,7505.299805,1239.349976,1566.349976,617.5,1120.0,1905.365845,1423.300049,291.850006,1946.6500239999998,355.399994,507.799988,2106.100098,279.75,168.800003,195.949997,1811.25,383.600006,795.400024,316.350006,2736.050049,1367.050049,326.528015,3131.600098,148.0,242.399994,149.199997,196.399994,91.150002
502,657.599976,181.550003,424.60000599999995,7510.700195,1244.650024,1582.650024,625.25,1125.800049,1891.7451170000002,1439.050049,294.450012,1980.0999760000002,361.049988,513.700012,2122.899902,281.950012,170.800003,199.399994,1820.0999760000002,386.299988,803.150024,316.200012,2723.300049,1365.349976,330.117828,3130.199951,149.350006,242.350006,150.449997,197.75,91.949997
503,659.849976,181.75,430.64999400000005,7462.299805,1254.75,1599.050049,619.799988,1121.050049,1889.499878,1438.5,295.649994,1970.0,360.0,521.849976,2122.449951,281.649994,172.600006,202.350006,1818.050049,387.350006,803.700012,312.899994,2718.5,1373.699951,329.320099,3105.699951,148.649994,240.75,150.199997,199.0,92.75
504,664.650024,184.25,433.10000599999995,7477.600098000001,1251.349976,1594.349976,627.5,1121.349976,1898.281006,1441.75,299.350006,2009.5999760000002,363.649994,515.549988,2147.449951,282.850006,173.600006,202.149994,1803.0999760000002,388.799988,773.599976,319.549988,2724.600098,1371.849976,326.727417,3128.699951,148.300003,241.100006,148.949997,199.899994,93.050003
