ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,4.04e-05,0.00545,6.41e-05,0.00527,-0.0219,-0.0181
0.0201,0.00016,6.58e-05,0.00544,7.61e-05,0.00527,-0.0173,-0.0159
0.0401,0.00016,7.7e-05,0.00543,8.17e-05,0.00527,-0.0152,-0.0148
0.0601,0.00016,8.6e-05,0.00543,8.62e-05,0.00527,-0.0136,-0.0139
0.0801,0.00016,9.42e-05,0.00543,9e-05,0.00527,-0.012,-0.0132
