ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,0.000363,0.00502,0.000293,0.0048,0.0406,0.0277
0.0201,0.00016,0.000433,0.00503,0.000343,0.0048,0.0544,0.0383
0.0401,0.00016,0.000465,0.00504,0.000366,0.0048,0.0606,0.0429
0.0601,0.00016,0.000491,0.00506,0.000384,0.00481,0.0655,0.0466
0.0801,0.00016,0.000516,0.00507,0.000399,0.00481,0.0703,0.0499
