ConfidenceLevel,RiskfreeRate,BaseCVar_u,BaseCVar_sig,WorstCaseCVar_u,WorstCaseCVar_sig,BaseCVar_SR,WorstCaseCVar_SR
0.0001,0.00016,0.000302,0.00605,0.000302,0.00605,0.0236,0.0236
0.0201,0.00016,0.000272,0.00557,0.000257,0.00613,0.0202,0.0159
0.0401,0.00016,0.000441,0.00542,0.000373,0.00557,0.052,0.0384
0.0601,0.00016,0.000479,0.00537,0.000376,0.00549,0.0594,0.0395
0.0801,0.00016,0.000471,0.00538,0.000496,0.0054,0.0579,0.0622
