,INFY,YESBANK,SUNPHARMA,MARUTI,KOTAKBANK,INDUSINDBK,AXISBANK,RELIANCE,TCS,LT,SBIN,HDFC,ICICIBANK,TATASTEEL,HDFCBANK,ITC,TATAMOTORS,VEDL,HINDUNILVR,ADANIPORTS,M&M,BHARTIARTL,BAJAJ-AUTO,ASIANPAINT,WIPRO,HEROMOTOCO,NTPC,COALINDIA,ONGC,POWERGRID,TATAMTRDVR
0,491.3638,307.24969500000003,527.2597049999999,9145.289063,1023.0279539999999,1667.764282,548.25,913.76355,1269.2651369999999,1199.5273439999999,318.899994,1700.6934809999998,305.432312,659.616028,1866.022705,258.169281,405.5,287.370697,1321.4790039999998,402.26577799999995,755.288391,522.758179,3162.379395,1131.387085,294.340271,3399.3454590000006,171.692841,253.08273300000002,179.105255,195.063049,226.149994
1,486.25830099999996,307.495728,526.462097,9633.058594,1019.4797359999999,1659.28064,552.849976,918.335327,1268.30957,1201.946411,319.450012,1692.37854,310.129791,664.8582150000001,1873.177002,259.64117400000003,419.25,294.539856,1337.6073,403.80798300000004,770.985901,532.942139,3253.0158690000003,1131.33728,291.200531,3559.11499,174.60124199999998,252.65786699999998,181.50640900000002,197.350479,232.5
2,490.37176500000004,306.659058,525.56488,9567.37793,1012.4833369999999,1655.460449,554.900024,913.1175539999999,1274.682983,1214.634399,317.25,1675.748779,312.157074,657.603943,1856.1856690000002,258.365509,421.950012,295.889862,1351.155151,402.71350099999995,764.687073,525.1923830000001,3234.643799,1128.998413,295.68591299999997,3601.2836909999996,173.098557,254.54620400000002,184.152557,197.64248700000002,237.69999700000002
3,494.36422699999997,305.42871099999996,527.010437,9460.775391,1010.7841800000001,1646.629395,549.400024,907.4524539999999,1277.6875,1237.986084,316.549988,1684.905029,311.267029,669.725098,1856.284912,258.07113599999997,420.25,294.865723,1338.252441,401.420074,736.119141,520.5723879999999,3219.358154,1131.735474,296.682648,3667.1362299999996,174.649704,253.035538,184.250565,198.27516200000002,237.80000299999998
4,502.518555,305.182617,528.904785,9530.631836,1007.9856570000001,1636.0620119999999,553.5,912.86908,1300.196411,1250.67395,319.850006,1691.042236,312.898773,665.139099,1865.426514,258.414581,421.89999400000005,294.493286,1341.527832,400.42511,740.037354,525.689148,3259.434082,1131.138306,300.12146,3644.94458,174.310394,251.147202,189.542847,197.788483,240.399994
5,500.558594,310.497864,538.824829,9501.746094,1014.232422,1649.258911,554.349976,922.310852,1301.67395,1253.586792,316.850006,1691.784546,313.986603,675.248291,1853.850464,259.05239900000004,423.60000599999995,299.427917,1337.8554689999999,402.16629,735.3256230000001,539.300842,3295.149658,1144.226318,302.264465,3662.9479979999996,172.322983,248.928421,189.934875,196.91246,241.850006
6,500.41345199999995,310.251801,575.9628299999999,9478.459961,1012.783142,1638.939575,554.549988,916.6457519999999,1290.966309,1242.725464,314.149994,1690.695801,309.190247,675.622559,1846.050293,257.433319,422.5,303.664215,1344.306763,401.51953100000003,740.979675,530.557556,3268.252686,1143.03186,304.357635,3638.590332,172.177582,247.88983199999998,188.709808,195.939087,240.30000299999998
7,500.389221,308.578461,566.192322,9462.101563,1004.087585,1637.203125,547.400024,918.73291,1294.8082279999999,1237.442993,308.299988,1677.33252,310.772552,687.6503299999999,1862.7436519999999,256.402985,418.399994,309.576416,1347.185059,396.743713,744.2530519999999,527.626587,3234.9377440000003,1139.200073,306.550476,3575.192871,170.384048,248.267517,189.150848,193.700333,237.69999700000002
8,502.954102,310.104156,569.083557,9561.1875,1008.585327,1637.451172,562.400024,915.403442,1330.044067,1241.096313,309.5,1693.0715329999998,310.52533,685.591187,1861.650757,258.169281,431.200012,307.016022,1357.854614,402.614014,744.9970089999999,525.987244,3256.2495120000003,1152.4373779999999,312.38147000000004,3645.281494,171.78978,248.31471299999998,190.767929,195.014404,244.80000299999998
9,500.655396,308.28320299999996,571.8751219999999,9496.44043,1001.13916,1613.637329,564.849976,905.9616699999999,1307.505615,1245.885132,307.049988,1670.254883,307.113495,677.400757,1845.205811,258.02209500000004,425.39999400000005,303.431458,1337.160767,398.385406,739.49176,524.7453,3227.049805,1141.091187,316.71731600000004,3628.4331049999996,171.014206,251.572098,188.562805,194.965729,242.649994
10,498.211517,306.757538,569.7814940000001,9378.243164,1002.0886230000001,1630.9023439999999,559.700012,905.812622,1297.221436,1233.345337,302.899994,1684.80603,305.827881,682.455322,1860.80603,256.05957,438.85000599999995,304.92114300000003,1329.419067,394.803497,746.4353639999999,512.97168,3227.784668,1137.458374,317.863586,3607.8781740000004,173.29245,255.254318,193.022064,195.20906100000002,252.94999700000002
11,493.178558,310.842346,567.538208,9252.088867,999.539917,1617.6560060000002,560.349976,910.732239,1297.930786,1260.054199,302.850006,1683.667847,311.563721,686.387024,1840.883423,256.108612,433.200012,309.622955,1339.98938,405.797913,748.568054,515.107849,3182.025635,1135.716553,309.19189500000005,3611.7292479999996,171.595886,257.09542799999997,189.83686799999998,196.42576599999998,254.850006
12,491.33963,312.121979,579.25293,9218.192383,999.7897949999999,1633.53186,559.299988,914.6083369999999,1305.121826,1298.809082,308.049988,1688.2210690000002,311.316467,712.0802610000001,1845.503906,255.76518199999998,429.700012,315.81451400000003,1341.924805,407.19088700000003,748.915222,519.0820309999999,3197.017334,1166.52063,310.48764,3599.2617189999996,171.595886,262.2883,195.374207,195.111725,254.649994
13,489.791016,327.821564,577.0096440000001,9269.085938,1002.538391,1685.326904,563.099976,917.341492,1322.1832279999999,1297.92041,306.200012,1708.4638670000002,309.140808,721.019287,1848.633789,257.973022,430.799988,315.86105299999997,1346.341431,422.314392,750.204712,536.518921,3211.519287,1178.165405,308.743317,3600.031982,171.935196,263.185272,193.757095,195.54972800000002,253.75
