ConfidenceLevel,RiskfreeRate,BaseVar_u,BaseVar_sig,WorstCaseVar_u,WorstCaseVar_sig,BaseVar_SR,WorstCaseVar_SR
0.0001,0.00016,0.000646,0.00522,0.000605,0.00528,0.0932,0.0842
0.0201,0.00016,0.000715,0.00522,0.000661,0.00529,0.106,0.0948
0.0401,0.00016,0.000744,0.00523,0.000688,0.0053,0.112,0.0997
0.0601,0.00016,0.000763,0.00523,0.000708,0.0053,0.115,0.103
0.0801,0.00016,0.000777,0.00524,0.000726,0.00531,0.118,0.107
